Data,Time,Value
Distance,24.69,382.05
Distance,24.82,382.53
Distance,24.94,382.08
Distance,25.07,381.63
Distance,25.2,384.17
Distance,25.32,399.97
Distance,25.45,381.29
Distance,25.57,383.37
Distance,25.7,383.81
Distance,25.82,384.22
Distance,25.95,382.07
Distance,26.08,383.37
Distance,26.2,381.22
Distance,26.33,399.58
Distance,26.45,382.97
Distance,26.58,382.04
Distance,26.7,399.54
Distance,26.83,399.95
Distance,26.96,381.26
Distance,27.08,381.3
Distance,27.21,382.14
Distance,27.33,382.56
Distance,27.46,382.12
Distance,27.59,400.0
Distance,27.71,400.04
Distance,27.84,382.95
Distance,27.96,382.47
Distance,28.09,381.26
Distance,28.21,381.62
Distance,28.34,399.99
Distance,28.47,382.08
Distance,28.59,381.62
Distance,28.72,382.49
Distance,28.84,381.25
Distance,28.97,382.48
Distance,29.09,381.63
Distance,29.22,381.25
Distance,29.35,381.24
Distance,29.45,16.0
Distance,29.58,381.18
Distance,29.68,15.02
Distance,29.78,15.03
Distance,29.89,15.0
Distance,29.99,15.0
Distance,30.1,14.87
Distance,30.2,15.01
Distance,30.3,15.05
Distance,30.41,15.02
Distance,30.51,14.99
Distance,30.62,15.02
Distance,30.72,14.99
Distance,30.83,15.04
Distance,30.93,15.03
Distance,31.03,15.03
Distance,31.14,14.99
Distance,31.24,15.01
Distance,31.35,15.0
Distance,31.45,15.05
Distance,31.56,15.0
Distance,31.66,15.0
Distance,31.76,15.02
Distance,31.87,15.02
Distance,31.97,15.02
Distance,32.08,14.97
Distance,32.18,14.99
Distance,32.28,15.98
Distance,32.39,14.68
Distance,32.49,14.67
Distance,32.6,14.72
Distance,32.7,14.71
Distance,32.8,14.67
Distance,32.91,14.68
Distance,33.01,14.71
Distance,33.12,14.68
Distance,33.22,14.67
Distance,33.33,14.68
Distance,33.43,15.94
Distance,33.54,15.95
Distance,33.64,14.71
Distance,33.75,14.67
Distance,33.85,14.7
Distance,33.96,14.69
Distance,34.07,14.71
Distance,34.17,14.67
Distance,34.27,14.71
Distance,34.38,14.7
Distance,34.48,14.7
Distance,34.59,14.69
Distance,34.69,14.64
Distance,34.8,14.73
Distance,34.9,14.72
Distance,35.0,14.69
Distance,35.11,14.69
Distance,35.21,14.69
Distance,35.32,14.67
Distance,35.42,14.72
Distance,35.52,14.68
Distance,35.63,15.97
Distance,35.73,17.26
Distance,35.86,381.24
Distance,35.96,15.98
Distance,36.07,15.95
Distance,36.17,15.99
Distance,36.27,15.99
Distance,36.38,15.98
Distance,36.48,15.99
Distance,36.59,16.0
Distance,36.69,16.01
Distance,36.8,14.71
Distance,36.9,15.96
Distance,37.0,14.63
Distance,37.11,14.69
Distance,37.21,16.0
Distance,37.32,14.68
Distance,37.42,14.71
Distance,37.52,15.98
Distance,37.63,15.98
Distance,37.73,16.01
Distance,37.84,14.71
Distance,37.94,15.92
Distance,38.05,15.96
Distance,38.15,14.7
Distance,38.25,22.04
Distance,38.36,30.0
Distance,38.46,23.19
Distance,38.57,22.88
Distance,38.67,15.5
Distance,38.78,21.7
Distance,38.9,381.22
Distance,39.03,383.37
Distance,39.15,380.83
Distance,39.28,355.27
Distance,39.4,382.68
Distance,39.51,16.3
Distance,39.61,16.62
Distance,39.74,400.15
Distance,39.84,22.05
Distance,39.95,21.15
Distance,40.05,21.12
Distance,40.16,21.17
Distance,40.26,20.79
Distance,40.37,21.14
Distance,40.47,21.72
Distance,40.57,21.14
Distance,40.68,21.13
Distance,40.78,21.18
Distance,40.89,21.17
Distance,40.99,21.12
Distance,41.1,21.17
Distance,41.2,21.13
Distance,41.31,21.17
Distance,41.41,21.13
Distance,41.52,21.14
Distance,41.62,21.15
Distance,41.72,21.1
Distance,41.83,21.13
Distance,41.93,21.16
Distance,42.04,21.13
Distance,42.14,21.14
Distance,42.25,21.13
Distance,42.35,21.16
Distance,42.46,24.06
Distance,42.56,22.31
Distance,42.69,399.55
Distance,42.81,399.61
Distance,42.94,399.53
Distance,43.07,399.56
Distance,43.19,399.57
Distance,43.32,399.51
Distance,43.45,399.57
Distance,43.57,399.59
Distance,43.7,399.57
Distance,43.83,399.6
Distance,43.95,399.56
Distance,44.08,399.61
Distance,44.2,399.56
Distance,44.33,399.56
Distance,44.46,399.6
Distance,44.58,400.09
Distance,44.7,217.96
Distance,44.81,104.7
Distance,44.94,399.51
Distance,45.06,399.11
Distance,45.19,399.08
Distance,45.32,399.5
Distance,45.44,399.5
Distance,45.57,399.49
Distance,45.69,399.98
Distance,45.82,399.5
Distance,45.93,133.59
Distance,46.06,399.51
Distance,46.19,399.87
Distance,46.29,35.23
Distance,46.42,399.5
Distance,46.54,399.47
Distance,46.67,399.9
Distance,46.78,63.57
Distance,46.9,399.54
Distance,47.03,399.54
Distance,47.16,399.51
Distance,47.26,59.69
Distance,47.37,59.76
Distance,47.48,60.44
Distance,47.58,60.44
Distance,47.69,60.99
Distance,47.8,60.71
Distance,47.9,61.65
Distance,48.03,399.53
Distance,48.15,399.51
Distance,48.28,399.52
Distance,48.39,62.13
Distance,48.51,399.54
Distance,48.62,63.03
Distance,48.73,63.5
Distance,48.84,63.0
Distance,48.94,61.3
Distance,49.07,399.45
Distance,49.17,62.2
Distance,49.28,60.26
Distance,49.41,399.12
Distance,49.53,399.1
Distance,49.66,399.52
Distance,49.77,61.76
Distance,49.87,61.65
Distance,50.0,399.55
Distance,50.13,399.51
Distance,50.23,62.06
Distance,50.34,61.75
Distance,50.47,399.5
Distance,50.57,60.42
Distance,50.7,399.56
Distance,50.83,399.5
Distance,50.95,399.53
Distance,51.06,35.69
Distance,51.16,55.88
Distance,51.27,11.68
Distance,51.37,12.8
Distance,51.48,10.77
Distance,51.58,11.7
Distance,51.68,12.59
Distance,51.79,15.01
Distance,51.91,399.48
Distance,52.04,399.47
Distance,52.17,399.55
Distance,52.29,399.47
Distance,52.4,62.0
Distance,52.51,64.36
Distance,52.61,60.95
Distance,52.72,61.96
Distance,52.83,62.6
Distance,52.93,65.29
Distance,53.04,62.95
Distance,53.15,62.41
Distance,53.25,62.32
Distance,53.36,62.9
Distance,53.47,61.14
Distance,53.57,61.15
Distance,53.68,60.69
Distance,53.79,61.13
Distance,53.89,61.1
Distance,54.0,62.43
Distance,54.11,60.51
Distance,54.21,60.84
Distance,54.32,59.9
Distance,54.43,60.98
Distance,54.53,60.61
Distance,54.64,61.99
Distance,54.75,64.25
Distance,54.85,69.07
Distance,54.96,62.74
Distance,55.07,63.3
Distance,55.18,64.26
Distance,55.28,64.86
Distance,55.39,65.71
Distance,55.5,65.69
Distance,55.6,66.13
Distance,55.71,65.65
Distance,55.82,64.38
Distance,55.92,64.02
Distance,56.03,69.14
Distance,56.14,63.14
Distance,56.24,61.69
Distance,56.35,65.34
Distance,56.46,65.84
Distance,56.57,61.98
Distance,56.67,60.58
Distance,56.78,63.13
Distance,56.89,62.18
Distance,56.99,63.36
Distance,57.1,63.04
Distance,57.21,62.95
Distance,57.31,62.99
Distance,57.42,62.63
Distance,57.53,61.55
Distance,57.63,61.61
Distance,57.74,62.46
Distance,57.85,63.29
Distance,57.97,399.5
Distance,58.08,63.54
Distance,58.19,64.13
Distance,58.29,62.42
Distance,58.4,64.99
Distance,58.51,62.86
Distance,58.61,61.58
Distance,58.72,63.39
Distance,58.83,69.07
Distance,58.95,399.52
Distance,59.08,399.49
Distance,59.21,399.54
Distance,59.33,399.57
Distance,59.46,399.55
Distance,59.59,399.26
Distance,59.69,16.3
Distance,59.82,399.66
Distance,59.94,399.77
Distance,60.07,399.72
Distance,60.2,399.8
