Data,Time,Value
Distance,1659054476.717,35.62
Distance,1659054476.822,32.34
Distance,1659054476.926,28.16
Distance,1659054477.03,24.39
Distance,1659054477.134,21.45
Distance,1659054477.238,22.65
Distance,1659054477.341,21.74
Distance,1659054477.445,16.59
Distance,1659054477.548,12.85
Distance,1659054477.651,11.95
Distance,1659054477.755,9.22
Distance,1659054477.858,7.82
Distance,1659054477.961,8.38
Distance,1659054478.064,6.91
Distance,1659054478.166,5.68
Distance,1659054478.269,6.57
Distance,1659054478.372,7.5
Distance,1659054478.475,6.54
Distance,1659054478.578,7.25
Distance,1659054478.681,6.94
Distance,1659054478.784,6.99
Distance,1659054478.887,6.93
Distance,1659054478.99,6.89
Distance,1659054479.093,6.88
Distance,1659054479.196,9.54
Distance,1659054479.299,11.01
Distance,1659054479.403,11.92
Distance,1659054479.506,9.89
Distance,1659054479.609,11.62
Distance,1659054479.712,8.11
Distance,1659054479.815,8.65
Distance,1659054479.918,7.71
Distance,1659054480.021,12.88
Distance,1659054480.125,10.82
Distance,1659054480.228,14.3
Distance,1659054480.332,15.0
Distance,1659054480.435,20.76
Distance,1659054480.539,25.31
Distance,1659054480.644,29.58
Distance,1659054480.748,33.97
Distance,1659054480.853,39.89
Distance,1659054480.958,46.99
Distance,1659054481.064,55.3
Distance,1659054481.17,60.14
Distance,1659054481.277,65.88
Distance,1659054481.383,69.71
Distance,1659054481.49,72.07
Distance,1659054481.597,73.26
Distance,1659054481.704,73.49
Distance,1659054481.81,71.98
Distance,1659054481.936,400.29
Distance,1659054482.045,109.55
Distance,1659054482.171,400.75
Distance,1659054482.297,400.29
Distance,1659054482.423,400.4
Distance,1659054482.549,400.38
Distance,1659054482.674,400.29
Distance,1659054482.8,400.2
Distance,1659054482.926,400.71
Distance,1659054483.052,402.96
Distance,1659054483.157,32.14
Distance,1659054483.263,66.04
Distance,1659054483.369,60.58
Distance,1659054483.473,30.81
Distance,1659054483.579,49.16
Distance,1659054483.684,48.78
Distance,1659054483.79,49.02
Distance,1659054483.894,35.69
Distance,1659054483.998,28.99
Distance,1659054484.124,400.74
Distance,1659054484.23,51.4
Distance,1659054484.336,62.62
Distance,1659054484.443,71.51
Distance,1659054484.569,400.39
Distance,1659054484.675,69.05
Distance,1659054484.781,59.01
Distance,1659054484.886,47.2
Distance,1659054484.991,35.04
Distance,1659054485.096,36.7
Distance,1659054485.2,25.21
Distance,1659054485.304,29.47
Distance,1659054485.409,39.64
Distance,1659054485.515,55.12
Distance,1659054485.621,69.29
Distance,1659054485.747,401.12
Distance,1659054485.854,71.14
Distance,1659054485.96,70.96
Distance,1659054486.086,400.72
Distance,1659054486.193,65.98
Distance,1659054486.299,57.91
Distance,1659054486.405,47.54
Distance,1659054486.531,400.31
Distance,1659054486.635,28.45
Distance,1659054486.739,28.6
Distance,1659054486.844,36.84
Distance,1659054486.949,56.37
Distance,1659054487.055,50.44
Distance,1659054487.161,60.9
Distance,1659054487.287,400.65
Distance,1659054487.395,89.34
Distance,1659054487.503,92.64
Distance,1659054487.628,400.74
Distance,1659054487.735,66.09
Distance,1659054487.841,55.5
Distance,1659054487.946,40.56
Distance,1659054488.05,29.18
Distance,1659054488.157,73.76
Distance,1659054488.33,1215.21
Distance,1659054488.456,399.87
Distance,1659054488.561,46.77
Distance,1659054488.667,63.88
Distance,1659054488.774,69.74
Distance,1659054488.899,400.42
Distance,1659054489.006,71.32
Distance,1659054489.132,400.09
Distance,1659054489.235,17.01
Distance,1659054489.342,62.55
Distance,1659054489.447,50.3
Distance,1659054489.552,37.77
Distance,1659054489.655,16.95
Distance,1659054489.76,29.2
Distance,1659054489.864,28.37
Distance,1659054489.971,74.2
Distance,1659054490.075,37.15
Distance,1659054490.181,50.53
Distance,1659054490.287,63.9
Distance,1659054490.394,70.8
Distance,1659054490.52,400.23
Distance,1659054490.626,69.94
Distance,1659054490.733,70.78
Distance,1659054490.859,400.69
Distance,1659054490.966,69.81
Distance,1659054491.072,59.61
Distance,1659054491.177,46.21
Distance,1659054491.282,35.87
Distance,1659054491.386,35.17
Distance,1659054491.491,35.24
Distance,1659054491.594,17.64
Distance,1659054491.698,17.64
Distance,1659054491.801,17.54
Distance,1659054491.907,50.47
Distance,1659054492.011,17.62
Distance,1659054492.117,68.46
Distance,1659054492.243,400.71
Distance,1659054492.369,400.67
Distance,1659054492.475,68.92
Distance,1659054492.582,69.46
Distance,1659054492.689,69.8
Distance,1659054492.814,400.62
Distance,1659054492.921,68.21
Distance,1659054493.027,56.67
Distance,1659054493.132,46.98
Distance,1659054493.238,63.88
Distance,1659054493.364,401.07
Distance,1659054493.468,17.6
Distance,1659054493.571,16.34
Distance,1659054493.675,16.3
Distance,1659054493.778,16.38
Distance,1659054493.882,16.31
Distance,1659054493.985,16.28
Distance,1659054494.089,16.45
Distance,1659054494.192,16.28
Distance,1659054494.296,16.24
Distance,1659054494.399,16.32
Distance,1659054494.503,16.3
Distance,1659054494.606,16.33
Distance,1659054494.71,16.29
Distance,1659054494.813,16.33
Distance,1659054494.917,16.32
Distance,1659054495.02,16.31
Distance,1659054495.124,16.3
Distance,1659054495.227,16.28
Distance,1659054495.331,16.32
Distance,1659054495.435,16.3
Distance,1659054495.538,16.24
Distance,1659054495.642,16.27
Distance,1659054495.745,16.3
Distance,1659054495.848,16.23
Distance,1659054495.954,56.45
Distance,1659054496.058,17.93
Distance,1659054496.161,16.66
Distance,1659054496.265,17.94
Distance,1659054496.37,41.72
Distance,1659054496.475,35.46
Distance,1659054496.58,48.9
Distance,1659054496.685,48.84
Distance,1659054496.791,50.65
Distance,1659054496.894,17.22
Distance,1659054497.001,66.15
Distance,1659054497.108,71.23
Distance,1659054497.215,75.54
Distance,1659054497.34,400.8
Distance,1659054497.447,75.49
Distance,1659054497.573,400.67
Distance,1659054497.68,73.09
Distance,1659054497.786,64.79
Distance,1659054497.892,52.28
Distance,1659054498.018,401.12
Distance,1659054498.122,30.01
Distance,1659054498.226,23.28
Distance,1659054498.33,24.1
Distance,1659054498.434,17.31
Distance,1659054498.537,16.62
Distance,1659054498.641,14.65
Distance,1659054498.744,15.01
Distance,1659054498.848,21.08
Distance,1659054498.952,28.96
Distance,1659054499.056,28.74
Distance,1659054499.16,15.6
Distance,1659054499.263,11.63
Distance,1659054499.366,14.98
Distance,1659054499.47,15.92
Distance,1659054499.574,17.3
Distance,1659054499.677,15.99
Distance,1659054499.782,40.37
Distance,1659054499.885,16.37
Distance,1659054499.989,17.95
Distance,1659054500.093,16.69
Distance,1659054500.196,16.67
Distance,1659054500.3,16.63
Distance,1659054500.403,16.64
Distance,1659054500.507,16.62
Distance,1659054500.61,16.62
Distance,1659054500.714,16.62
Distance,1659054500.817,16.64
Distance,1659054500.921,16.62
Distance,1659054501.024,16.62
Distance,1659054501.128,16.71
Distance,1659054501.231,16.66
Distance,1659054501.335,16.62
Distance,1659054501.438,16.67
Distance,1659054501.542,16.55
Distance,1659054501.668,400.76
Distance,1659054501.771,15.98
Distance,1659054501.875,16.3
Distance,1659054501.978,15.41
Distance,1659054502.082,16.3
Distance,1659054502.185,16.37
Distance,1659054502.289,16.29
Distance,1659054502.392,16.24
Distance,1659054502.496,16.32
Distance,1659054502.599,16.35
Distance,1659054502.703,16.29
Distance,1659054502.806,16.32
Distance,1659054502.91,16.35
Distance,1659054503.013,16.3
Distance,1659054503.117,16.32
Distance,1659054503.222,48.72
Distance,1659054503.348,400.39
Distance,1659054503.453,46.57
Distance,1659054503.559,54.52
Distance,1659054503.685,400.89
Distance,1659054503.791,70.32
Distance,1659054503.917,400.44
Distance,1659054504.043,400.35
Distance,1659054504.169,400.8
Distance,1659054504.276,85.96
Distance,1659054504.383,72.36
Distance,1659054504.509,400.43
Distance,1659054504.612,16.26
Distance,1659054504.718,49.42
Distance,1659054504.823,43.56
Distance,1659054504.927,17.66
Distance,1659054505.031,32.39
Distance,1659054505.135,16.3
Distance,1659054505.238,16.55
Distance,1659054505.411,1215.31
Distance,1659054505.515,17.59
Distance,1659054505.641,400.44
Distance,1659054505.745,37.8
Distance,1659054505.851,52.2
Distance,1659054505.954,16.33
Distance,1659054506.058,16.33
Distance,1659054506.161,14.98
Distance,1659054506.287,400.52
Distance,1659054506.413,399.7
Distance,1659054506.519,67.02
Distance,1659054506.625,58.99
Distance,1659054506.731,49.09
Distance,1659054506.857,399.8
Distance,1659054506.961,31.81
Distance,1659054507.065,31.08
Distance,1659054507.169,16.58
Distance,1659054507.272,16.66
Distance,1659054507.376,22.65
Distance,1659054507.479,12.51
Distance,1659054507.583,10.74
Distance,1659054507.686,10.53
Distance,1659054507.789,9.83
Distance,1659054507.892,10.25
Distance,1659054507.995,11.08
Distance,1659054508.099,15.37
Distance,1659054508.203,37.37
Distance,1659054508.308,33.68
Distance,1659054508.413,45.98
Distance,1659054508.52,65.77
Distance,1659054508.646,399.83
Distance,1659054508.771,399.82
Distance,1659054508.878,72.67
Distance,1659054509.004,399.72
Distance,1659054509.13,399.78
Distance,1659054509.256,399.65
Distance,1659054509.36,38.97
Distance,1659054509.464,15.33
Distance,1659054509.581,252.41
Distance,1659054509.699,263.95
Distance,1659054509.805,55.04
Distance,1659054509.91,35.41
Distance,1659054510.015,58.3
Distance,1659054510.121,56.14
Distance,1659054510.227,47.24
Distance,1659054510.353,399.7
Distance,1659054510.478,399.7
Distance,1659054510.604,399.72
Distance,1659054510.73,399.78
Distance,1659054510.856,399.74
Distance,1659054510.981,399.74
Distance,1659054511.107,399.78
Distance,1659054511.233,399.76
Distance,1659054511.359,399.72
Distance,1659054511.485,400.13
Distance,1659054511.611,400.15
Distance,1659054511.736,399.71
Distance,1659054511.862,399.75
Distance,1659054511.988,399.47
Distance,1659054512.114,399.8
Distance,1659054512.24,399.8
Distance,1659054512.365,399.7
