Data,Time,Value
Distance,28.746232509613037,79.05
Distance,28.872592210769653,403.76
Distance,28.998958826065063,403.38
Distance,29.125378370285034,403.36
Distance,29.251795530319214,403.85
Distance,29.360658168792725,99.47
Distance,29.486876964569092,400.65
Distance,29.61325693130493,401.18
Distance,29.72982144355774,229.8
Distance,29.83845829963684,94.66
Distance,29.948310613632202,105.13
Distance,30.055448055267334,58.21
Percentage,30.189253091812134,182.64
Percentage,30.69054913520813,182.64
Percentage,31.202270030975342,182.64
Distance,30.17988133430481,316.46
Distance,30.307164192199707,401.16
Distance,30.434292316436768,400.71
Distance,30.561394214630127,400.71
Distance,30.688970804214478,400.7
Distance,30.808976888656616,255.28
Distance,30.936822414398193,403.88
Distance,31.06448721885681,400.25
Distance,31.203878164291382,603.05
Distance,31.330223083496094,402.01
Distance,31.456620454788208,401.17
